subject,subject_id,relation,object,object_id,surface_text,weight
glass,/c/en/glass/n/wn/artifact,Synonym,field glass,/c/en/field_glass/n/wn/artifact,[[glass]] is a synonym of [[field glass]],2.0
safety glass,/c/en/safety_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[safety glass]] is a type of [[glass]],2.0
glass,/c/en/glass/n/wn/artifact,IsA,glassware,/c/en/glassware/n/wn/artifact,[[glass]] is a type of [[glassware]],2.0
a glass,/c/en/glass,AtLocation,the table,/c/en/table,*Something you find on [[the table]] is [[a glass]],2.0
rasade,/c/fr/rasade/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[rasade]] is a translation of [[glass]],2.0
lasiesineet,/c/fi/lasiesineet/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[lasiesineet]] is a translation of [[glass]],2.0
kaca,/c/ms/kaca/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[kaca]] is a translation of [[glass]],2.0
Glass,/c/en/glass,MadeOf,sand,/c/en/sand,[[Glass]] is made of [[sand]].,2.0
ガラス製,/c/ja/ガラス製/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[ガラス製]] is a translation of [[glass]],2.0
ギヤマン,/c/ja/ギヤマン/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[ギヤマン]] is a translation of [[glass]],2.0
crt,/c/en/crt,MadeOf,glass,/c/en/glass,[[crt]] is made of [[glass]].,2.0
opal glass,/c/en/opal_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[opal glass]] is a type of [[glass]],2.0
glaze,/c/en/glaze/v/wn/possession,Synonym,glass,/c/en/glass/v/wn/possession,[[glaze]] is a synonym of [[glass]],2.0
cristalleria,/c/it/cristalleria/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[cristalleria]] is a translation of [[glass]],2.0
shot glass,/c/en/shot_glass/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[shot glass]] is a type of [[glass]],2.0
gelas,/c/id/gelas/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[gelas]] is a translation of [[glass]],2.0
kaataa lasiin,/c/fi/kaataa_lasiin/v/wn/change,Synonym,glass,/c/en/glass/v/wn/change,[[kaataa lasiin]] is a translation of [[glass]],2.0
crown glass,/c/en/crown_glass/n/wn/substance,IsA,glass,/c/en/glass/n/wn/substance,[[crown glass]] is a type of [[glass]],2.0
แก้ว,/c/th/แก้ว/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[แก้ว]] is a translation of [[glass]],2.0
แก้วดื่มน้ำ,/c/th/แก้วดื่มน้ํา/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[แก้วดื่มน้ำ]] is a translation of [[glass]],2.0
barang kaca,/c/id/barang_kaca/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[barang kaca]] is a translation of [[glass]],2.0
tv,/c/en/tv,MadeOf,glass,/c/en/glass,[[tv]] is made of [[glass]].,2.0
glass,/c/en/glass/n/wn/artifact,RelatedTo,liquid,/c/en/liquid/n/wn/substance,[[glass]] is related to [[liquid]],2.0
parfait glass,/c/en/parfait_glass/n/wn/artifact,IsA,glass,/c/en/glass/n/wn/artifact,[[parfait glass]] is a type of [[glass]],2.0
玻璃,/c/ja/玻璃,Synonym,glass,/c/en/glass,,2.0
drinking glass,/c/en/drinking_glass/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[drinking glass]] is a synonym of [[glass]],2.0
瑠璃,/c/ja/瑠璃,Synonym,glass,/c/en/glass,,2.0
glass,/c/en/glass/n/wn/artifact,Synonym,looking glass,/c/en/looking_glass/n/wn/artifact,[[glass]] is a synonym of [[looking glass]],2.0
كُوب,/c/ar/كوب/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[كُوب]] is a translation of [[glass]],2.0
got,/c/ca/got/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[got]] is a translation of [[glass]],2.0
lasittaa,/c/fi/lasittaa/v/wn/contact,Synonym,glass,/c/en/glass/v/wn/contact,[[lasittaa]] is a translation of [[glass]],2.0
コップ１杯の量,/c/ja/コップ_1_杯の量/n/wn/quantity,Synonym,glass,/c/en/glass/n/wn/quantity,[[コップ１杯の量]] is a translation of [[glass]],2.0
ビードロ,/c/ja/ビードロ/n,Synonym,glass,/c/en/glass,,2.0
baso,/c/eu/baso/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[baso]] is a translation of [[glass]],2.0
verre,/c/fr/verre/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[verre]] is a translation of [[glass]],2.0
ส่องกล้อง,/c/th/ส่องกล้อง/v/wn/perception,Synonym,glass,/c/en/glass/v/wn/perception,[[ส่องกล้อง]] is a translation of [[glass]],2.0
แก้ว,/c/th/แก้ว/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[แก้ว]] is a translation of [[glass]],2.0
硝子,/c/ja/硝子/n/wn/substance,Synonym,glass,/c/en/glass/n/wn/substance,[[硝子]] is a translation of [[glass]],2.0
水呑,/c/ja/水呑/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[水呑]] is a translation of [[glass]],2.0
gelas,/c/id/gelas/n/wn/artifact,Synonym,glass,/c/en/glass/n/wn/artifact,[[gelas]] is a translation of [[glass]],2.0
glass,/c/en/glass/n/wn/artifact,IsA,container,/c/en/container/n/wn/artifact,[[glass]] is a type of [[container]],2.0
