subject,subject_id,relation,object,object_id,surface_text,weight
œuf miroir,/c/fr/œuf_miroir/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
longsilog,/c/ceb/longsilog/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fry up,/c/en/fry_up/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,œuf miroir,/c/fr/œuf_miroir,,1.0
over medium,/c/en/over_medium/r,RelatedTo,fried egg,/c/en/fried_egg,,1.0
loco moco,/c/en/loco_moco/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,IsA,hot,/c/en/hot,,1.0
egg banjo,/c/en/egg_banjo/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
œuf sur le plat,/c/fr/œuf_sur_le_plat/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,paistettu muna,/c/fi/paistettu_muna,,1.0
fried egg,/c/en/fried_egg/n,Synonym,ไข่ทอด,/c/th/ไข่ทอด,,1.0
fried egg,/c/en/fried_egg/n,Synonym,steikt egg,/c/fo/steikt_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,煎鸡蛋,/c/zh/煎鸡蛋,,1.0
卵包,/c/zh/卵包/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,ไข่ดาว,/c/th/ไข่ดาว,,1.0
sunny side up,/c/en/sunny_side_up/r,RelatedTo,fried egg,/c/en/fried_egg,,1.0
uovo al tegamino,/c/it/uovo_al_tegamino/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
huevos divorciados,/c/en/huevos_divorciados/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,oeu fricachi,/c/nrf/oeu_fricachi,,1.0
fried egg,/c/en/fried_egg/n,RelatedTo,over easy,/c/en/over_easy,,1.0
煎蛋,/c/zh/煎蛋/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,煎蛋,/c/zh/煎蛋,,1.0
mcmuffin,/c/en/mcmuffin/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,Synonym,ovo frito,/c/pt/ovo_frito,,1.0
目玉焼き,/c/ja/目玉焼き/n,RelatedTo,fried egg,/c/en/fried_egg,,1.0
fried egg,/c/en/fried_egg/n,HasContext,golf,/c/en/golf,,1.0
fried egg,/c/en/fried_egg,ExternalURL,fried egg,http://fr.wiktionary.org/wiki/fried_egg,,0.25
fried egg,/c/en/fried_egg,ExternalURL,fried egg,http://en.wiktionary.org/wiki/fried_egg,,0.25
