subject,subject_id,relation,object,object_id,surface_text,weight
yassa,/c/fr/yassa/n,RelatedTo,lemon,/c/en/lemon,,1.0
bomb,/c/en/bomb/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemonlike,/c/en/lemonlike/a,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/a,HasContext,cockney rhyming,/c/en/cockney_rhyming,,1.0
lemon,/c/en/lemon/n,Synonym,limon,/c/gv/limon,,1.0
lemon,/c/en/lemon/n,Synonym,limon,/c/uz/limon,,1.0
limau,/c/id/limau/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemonish,/c/en/lemonish,DerivedFrom,lemon,/c/en/lemon/n,,1.0
lemon,/c/en/lemon,RelatedTo,citrine,/c/en/citrine,,1.0
citronkoks,/c/lv/citronkoks/n,RelatedTo,lemon,/c/en/lemon,,1.0
citron,/c/cs/citron/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/a,HasContext,from lemon tart,/c/en/from_lemon_tart,,1.0
レモン色,/c/ja/レモン色/n,RelatedTo,lemon,/c/en/lemon,,1.0
hot whiskey,/c/en/hot_whiskey/n,RelatedTo,lemon,/c/en/lemon,,1.0
limonin,/c/en/limonin/n,RelatedTo,lemon,/c/en/lemon,,1.0
limongni,/c/nrf/limongni/n,RelatedTo,lemon,/c/en/lemon,,1.0
نيمبو,/c/ps/نيمبو/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,RelatedTo,citrus,/c/en/citrus,,1.0
నిమ్మపండు,/c/te/నిమ్మపండు/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemonweed,/c/en/lemonweed,DerivedFrom,lemon,/c/en/lemon,,1.0
lemonfish,/c/en/lemonfish,DerivedFrom,lemon,/c/en/lemon,,1.0
A lemon,/c/en/lemon,IsA,"a sour, yellow fruit",/c/en/sour_yellow_fruit,"[[A lemon]] is [[a sour, yellow fruit]]",1.0
ブルーハワイ,/c/ja/ブルーハワイ/n,RelatedTo,lemon,/c/en/lemon,,1.0
mlimau,/c/sw/mlimau/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemongrass,/c/en/lemongrass,DerivedFrom,lemon,/c/en/lemon/n,,1.0
lemon,/c/en/lemon/n,Synonym,suraval,/c/br/suraval,,1.0
lemon,/c/en/lemon/n,Synonym,লেবু,/c/bn/লেবু,,1.0
lemon,/c/en/lemon/n,RelatedTo,flavor,/c/en/flavor,,1.0
レモン,/c/ja/レモン/n,RelatedTo,lemon,/c/en/lemon,,1.0
enopi,/c/ccc/enopi/n,RelatedTo,lemon,/c/en/lemon,,1.0
lime,/c/en/lime/n/wikt/en_3,RelatedTo,lemon,/c/en/lemon,,1.0
lemon lime,/c/en/lemon_lime/a,RelatedTo,lemon,/c/en/lemon,,1.0
lemoning,/c/en/lemoning/v,FormOf,lemon,/c/en/lemon,,1.0
lymon,/c/fro/lymon/n,RelatedTo,lemon,/c/en/lemon,,1.0
лимон,/c/ru/лимон/n,Synonym,lemon,/c/en/lemon,,1.0
citrono,/c/eo/citrono/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/a,RelatedTo,color,/c/en/color,,1.0
limon,/c/fil/limon/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,RelatedTo,tree,/c/en/tree,,1.0
lemon,/c/en/lemon/n,Synonym,檸檬,/c/zh/檸檬,,1.0
檸檬可樂,/c/zh/檸檬可樂/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,🍋,/c/mul/🍋,,1.0
limonato,/c/it/limonato/a,RelatedTo,lemon,/c/en/lemon,,1.0
limonado,/c/pt/limonado/a,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,limonxōcotl,/c/nah/limonxōcotl,,1.0
lemon,/c/en/lemon/n,Synonym,лимон,/c/uk/лимон,,1.0
lemon,/c/en/lemon/n,RelatedTo,shade,/c/en/shade,,1.0
lemon,/c/en/lemon,ExternalURL,Q500,http://wikidata.dbpedia.org/resource/Q500,,1.0
레몬,/c/ko/레몬,EtymologicallyDerivedFrom,lemon,/c/en/lemon,,1.0
檬,/c/zh/檬,Synonym,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,नींबू,/c/hi/नींबू,,1.0
taramosalata,/c/en/taramosalata/n,RelatedTo,lemon,/c/en/lemon,,1.0
lemon,/c/en/lemon/n,Synonym,ಇಲಿಮಿಂಚಿ,/c/kn/ಇಲಿಮಿಂಚಿ,,1.0
lemon,/c/en/lemon/n,HasContext,slang,/c/en/slang,,1.0
lămâie,/c/ro/lămâie/n,RelatedTo,lemon,/c/en/lemon,,1.0
